"행정구역별(시도)","가구주의 연령별","항목","단위","2025 년","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년","2007 년","2006 년","2005 년","2004 년","2003 년","2002 년","2001 년","2000 년",
"전국","24세이하","4인","","4363","4905","5538","6428","7112","7394","7487","7616","7489","8041","8848","8660","8484","8362","8301","8304","8215","8361","8730","9198","9575","10507","11258","11808","12298","12806",
"전국","24세이하","5인이상","","821","930","1065","1295","1507","1596","1712","1764","1766","1906","2096","2210","2409","2619","2851","3095","3189","3365","3627","3938","4224","4640","4992","5266","5516","5756",
"전국","25~29세","계","","1181790","1199222","1216704","1221375","1178620","1076530","982631","911921","857951","828952","836017","830895","847197","887506","935524","970433","997070","996586","979207","953958","934728","938730","960698","987415","1018235","1035485",
"전국","25~29세","1인","","906399","909260","910164","890818","838317","744751","662792","600894","558014","531765","521050","505444","498377","505349","516042","518990","518165","502627","478618","451197","427105","400447","381873","364932","349031","328267",
"전국","25~29세","2인","","195051","201687","209104","220614","221821","211482","197653","187064","176314","171974","182550","188468","201789","220879","242262","260544","274249","280762","282496","281767","282610","282822","288464","295522","303791","308003",
"전국","25~29세","3인","","56048","61411","67584","75535","80841","81764","82803","83938","83962","84799","89468","92695","99680","109514","120502","129958","139229","144947","148192","150077","152728","170834","191951","214173","237579","257946",
"전국","25~29세","4인","","20484","22553","24939","28663","31162","31721","32065","32202","31604","32046","33961","34968","37313","40724","44556","47813","51289","53459","54711","55468","56500","66228","77086","88406","100255","110838",
"전국","25~29세","5인이상","","3808","4311","4913","5745","6479","6812","7318","7823","8057","8368","8988","9320","10038","11040","12162","13128","14138","14791","15190","15449","15785","18399","21324","24382","27579","30431",
"전국","30~34세","계","","1580122","1549849","1519488","1465468","1390498","1314924","1277648","1294339","1348693","1420633","1477812","1552387","1571784","1565943","1541247","1508069","1491626","1524930","1572578","1622979","1663349","1725261","1764149","1773741","1773974","1779889",
"전국","30~34세","1인","","890923","852079","811155","751181","675727","597053","543927","520541","517732","524119","527872","540628","526538","503976","475911","446144","418412","405294","395702","386286","374090","355795","331770","302222","271735","242815",
"전국","30~34세","2인","","383794","376383","368914","358112","344090","328623","316606","314483","318522","332020","352673","369559","372807","370069","362912","353816","340606","339029","340519","342399","341999","335820","324581","307944","290067","273530",
"전국","30~34세","3인","","204605","212210","220600","226471","231060","238000","249472","269201","293508","318044","334438","356697","369234","375846","377716","377151","379398","394112","412616","431984","448791","471101","487296","495399","500778","507636",
"전국","30~34세","4인","","84771","91318","98787","107276","114626","123046","134510","150950","172338","192753","205238","223508","238184","249045","256584","262191","281400","309354","340497","372733","403044","453179","498338","535238","568593","603015",
"전국","30~34세","5인이상","","16029","17859","20032","22428","24995","28202","33133","39164","46593","53697","57591","61995","65021","67007","68124","68767","71810","77141","83244","89577","95425","109366","122164","132938","142801","152893",
"전국","35~39세","계","","1612412","1603571","1594706","1672968","1752422","1808163","1860642","1881495","1854750","1820785","1819688","1794499","1833693","1893449","1960391","2010826","2049192","2078391","2068303","2048469","2029176","2025729","2018119","2047608","2079029","2112698",
"전국","35~39세","1인","","571302","552909","533027","523134","513036","491606","477233","464023","444049","426086","418322","400828","392915","389187","386495","380204","365129","347759","323690","298498","273893","253582","233177","217167","201095","184950",
"전국","35~39세","2인","","323328","316975","310178","315368","320243","323119","323986","319518","307282","297323","295845","283441","277802","275125","273177","268685","259974","249696","234619","218688","203123","192251","181210","173556","165928","158322",
"전국","35~39세","3인","","382704","380409","378018","401207","423658","440467","451992","453905","443383","429326","423160","415402","421775","432839","445473","454301","451843","447037","433720","418562","403761","390460","376628","369789","363131","356677",
"전국","35~39세","4인","","274455","287493","301776","346933","392977","433421","469223","492301","500448","503691","513786","524673","561753","605473","652168","693903","745562","795013","829653","859687","889086","916911","942219","984691","1028481","1073819",
"전국","35~39세","5인이상","","60623","65785","71707","86326","102508","119550","138208","151748","159588","164359","168575","170155","179448","190825","203078","213733","226684","238886","246621","253034","259313","272525","284885","302405","320394","338930",
"전국","40~44세","계","","1907333","1988276","2069436","2049117","2002420","1943412","1923737","1970717","2037842","2116930","2197997","2257180","2301807","2296478","2281022","2241202","2209946","2159788","2186352","2204317","2243559","2280071","2295799","2266448","2212370","2152281",
"전국","40~44세","1인","","489629","499577","507767","485533","454241","418683","401129","402693","408110","415449","422153","418105","403037","379004","353690","325319","304268","281221","268355","254108","241890","232354","220167","203515","184921","166306",
"전국","40~44세","2인","","303507","313405","322821","313228","301187","291597","287424","289435","294803","303216","309512","307003","296657","279723","261824","241639","230509","217697","212704","206722","202537","199671","194743","185922","175203","164229",
"전국","40~44세","3인","","450035","464607","478567","466106","449034","432402","422442","427527","438457","452725","464661","471766","472908","463710","452602","436915","418688","397334","390227","381345","375838","382831","386368","382329","374099","364823",
"전국","40~44세","4인","","520340","554480","590450","604325","609244","605396","607522","631909","663479","699351","742428","786854","839405","874082","904291","923693","938768","944773","984028","1019964","1066455","1091940","1107794","1101982","1083979","1062739",
"전국","40~44세","5인이상","","143822","156207","169831","179925","188714","195334","205220","219153","232993","246189","259243","273452","289800","299959","308615","313636","317713","318763","331038","342178","356839","373275","386727","392700","394168","394184",
"전국","45~49세","계","","2115897","2106902","2097887","2169184","2242207","2315802","2358833","2392652","2405661","2381889","2357952","2325964","2236746","2268350","2283934","2314880","2345992","2368117","2330891","2282050","2193219","2111039","1988266","1864257","1759006","1674310",
"전국","45~49세","1인","","511958","497548","482346","482834","480329","474330","468013","461040","448027","429847","414530","396860","363910","350945","334989","320766","311885","301222","282803","263190","239495","219912","196083","172362","150524","130323",
"전국","45~49세","2인","","380538","376912","373125","387962","397668","415891","426267","422588","415773","405695","396473","384115","359112","353694","345483","339298","340639","340533","331841","321547","305750","283740","256259","228847","203884","181183",
"전국","45~49세","3인","","487021","486553","486181","505112","523674","551619","571317","580142","582755","574011","562914","553973","530807","536346","538041","543304","548683","551873","541205","527869","505362","480730","446848","412811","383005","357610",
"전국","45~49세","4인","","569995","576454","583373","610214","643930","666650","678016","703551","725022","733216","741830","746140","738674","770721","797936","831131","854809","875769","874975","869615","848515","826834","789269","750993","720134","697806",
"전국","45~49세","5인이상","","166385","169435","172862","183062","196606","207312","215220","225331","234084","239120","242205","244876","244243","256644","267485","280381","289976","298720","300067","299829","294097","299823","299807","299244","301459","307388",
"전국","50~54세","계","","2372516","2434097","2495853","2501696","2464827","2407140","2360619","2311512","2298745","2333506","2363107","2398524","2414665","2361788","2315588","2189214","2102610","1982807","1865294","1772909","1668645","1533614","1478636","1442646","1400270","1377480",
"전국","50~54세","1인","","607803","607103","604393","559296","527147","488841","463907","445226","433396","430439","423876","420763","408307","383956","360860","325966","301732","272720","244205","218992","192226","168954","154899","142717","129695","118167",
"전국","50~54세","2인","","565954","577619","588916","592027","567019","552545","546575","524488","514976","518952","528420","534226","534398","519245","505599","474604","450102","418490","387450","361636","333356","296193","275016","257216","238010","221703",
"전국","50~54세","3인","","602270","622265","642746","655624","646473","643486","641916","628329","625269","634271","642817","654834","663087","652442","643600","612300","587699","553819","520584","494362","464826","419049","395566","377041","356629","340864",
"전국","50~54세","4인","","478232","501144","525385","552494","573494","568867","553310","553913","560177","577669","591056","605467","618513","614013","611149","586715","573570","551379","529663","515074","497108","460933","448607","442105","433754","431639",
"전국","50~54세","5인이상","","118257","125966","134413","142255","150694","153401","154911","159556","164927","172175","176938","183234","190360","192132","194380","189629","189507","186399","183392","182845","181129","188485","204548","223567","242182","265107",
"전국","55~59세","계","","2449704","2404770","2359712","2331733","2356426","2399447","2428385","2436083","2398436","2316484","2190807","2083496","1944668","1815429","1720452","1578468","1468981","1428111","1400905","1368858","1337895","1281578","1226749","1187496","1164414","1165016",
"전국","55~59세","1인","","596177","575702","554862","565865","553066","537071","526835","520236","502237","469899","433367","406265","368151","331993","301941","263589","236397","220594","206736","191913","177003","165032","153405","143832","136198","131141",
"전국","55~59세","2인","","755173","738740","722116","703023","700161","707496","714213","708041","694036","673669","644670","611976","569097","529051","498959","455224","416917","398350","383466","367074","350783","330400","310596","294863","283119","276895",
"전국","55~59세","3인","","631860","622806","613714","595041","605424","626500","639921","643455","635383","617466","586636","560199","527192","496728","475703","441700","410318","398131","389739","379981","370503","352233","334466","321003","311902","309032",
"전국","55~59세","4인","","388223","387258","386472","384185","407107","429018","440082","449898","448297","436007","410275","392176","369799","349198","335243","312144","297797","297076","299332","300756","302620","290795","279275","271281","266986","268158",
"전국","55~59세","5인이상","","78271","80264","82548","83619","90668","99362","107334","114453","118483","119443","115859","112880","110429","108459","108606","105811","107552","113960","121632","129134","136986","143118","149007","156517","166209","179790",
"전국","60~64세","계","","2404549","2428330","2452173","2399243","2318390","2189482","2071473","1946719","1822556","1704021","1580372","1455334","1400639","1360103","1321855","1262067","1208552","1156530","1127192","1112936","1118243","1115339","1115953","1095630","1065280","1040754",
"전국","60~64세","1인","","733765","723466","711418","665673","624368","564136","518932","478118","432954","389775","347198","316336","298495","283543","268848","249627","234006","218890","208179","200196","195498","191530","188062","181037","172410","164816",
"전국","60~64세","2인","","906752","919659","932744","936856","908888","856836","808736","757627","709568","664107","615930","564203","537732","516585","496109","467416","444695","422642","408944","400686","399338","395186","392197","381817","367999","356266",
"전국","60~64세","3인","","508794","520749","533309","525598","513991","497067","476690","452020","429081","407535","382785","353437","341803","333658","326138","313341","300126","287280","280066","276601","278002","276361","275568","269593","261171","254196",
"전국","60~64세","4인","","215037","220843","227091","222776","220478","216937","208712","198959","189490","180393","171735","160259","157949","157312","157082","154382","150409","146516","145437","146333","149920","150441","151465","149653","146458","144041",
"전국","60~64세","5인이상","","40201","43613","47611","48340","50665","54506","58403","59995","61463","62211","62724","61099","64660","69005","73678","77301","79316","81202","84566","89120","95485","101821","108661","113530","117242","121435",
"전국","65~69세","계","","2127456","2016718","1905676","1774893","1655881","1510936","1395590","1342245","1303542","1251503","1213939","1152429","1095852","1070274","1056388","1065634","1062726","1065893","1036945","1003969","984126","954815","917294","874305","827830","775902",
"전국","65~69세","1인","","728223","676189","624413","561164","505541","439116","392534","370072","351612","328455","310650","294520","279439","272284","268088","269728","265595","262862","252191","240642","232308","225865","217496","207825","197326","185520",
"전국","65~69세","2인","","941404","892936","844048","804154","755888","687908","629854","599913","576083","548407","529420","501183","474323","460935","452544","453938","452405","453449","440831","426506","417769","402552","383820","362790","340332","315686",
"전국","65~69세","3인","","339792","329012","317915","297591","284084","271674","258513","253609","251406","245807","240496","226731","213079","205512","200148","199026","198116","198330","192563","186058","181997","175648","167769","158887","149379","138904",
"전국","65~69세","4인","","94148","93140","92094","85063","82017","80919","79777","80238","82080","83544","84960","81271","78263","77449","77493","79291","79818","80828","79406","77655","76902","74624","71701","68353","64729","60681",
"전국","65~69세","5인이상","","23889","25441","27206","26921","28351","31319","34912","38413","42361","45290","48413","48724","50748","54094","58115","63651","66792","70424","71954","73108","75150","76126","76508","76450","76064","75111",
"전국","70~74세","계","","1529895","1430978","1331788","1284120","1227981","1180151","1118846","1064208","1031994","1030333","1023485","1012450","1008282","960047","911472","884361","861494","827805","793874","756072","711448","658282","614568","572312","532807","502998",
"전국","70~74세","1인","","536701","496487","456419","432834","402819","372520","345386","325089","312659","310067","306969","306018","308765","298034","287028","282688","275505","264866","254146","242194","228047","212713","200398","188544","177595","169932",
"전국","70~74세","2인","","731161","681400","631492","611504","584005","556973","519584","487778","467829","463491","459658","453639","449968","426623","403204","389321","377865","361640","345305","327288","306346","281146","260035","239557","220235","204846",
"전국","70~74세","3인","","198166","188936","179433","174995","173155","175691","173357","168436","164782","164884","161566","156910","151317","139092","127026","118067","114156","108794","103402","97503","90744","83406","77277","71335","65736","61317",
"전국","70~74세","4인","","46123","45443","44679","44066","45222","48384","50233","50400","51276","52559","53065","52430","52105","49504","46889","45381","44390","42844","41286","39527","37407","34443","31977","29589","27343","25589",
"전국","70~74세","5인이상","","17744","18712","19765","20721","22780","26583","30286","32505","35448","39332","42227","43453","46127","46794","47325","48904","49578","49661","49735","49560","48904","46574","44881","43287","41898","41314",
"전국","75~79세","계","","1116679","1065473","1014124","972276","960582","958226","949913","932999","887548","822155","776519","741526","697328","658374","617775","572177","526534","489976","455639","423366","398237","372132","348544","330187","312286","295470",
"전국","75~79세","1인","","411047","392797","374350","363400","355362","347876","342193","336601","321290","298894","284788","274956","264138","255292","245840","234350","216040","201449","187764","174934","165074","153132","142253","133518","124945","116786",
"전국","75~79세","2인","","523731","495848","467912","442407","433753","428523","417886","405145","380570","348724","327783","312051","291669","273486","254608","233687","213736","197508","182185","167682","155962","145842","136706","129620","122715","116239",
"전국","75~79세","3인","","135236","129517","123787","118465","119705","123613","125447","123346","116855","107173","98380","91892","82605","73943","65079","55720","51030","47226","43638","40245","37524","35158","33028","31392","29804","28318",
"전국","75~79세","4인","","32193","31951","31715","31016","32541","35277","37541","38456","37917","36185","34471","32547","29921","27519","25047","22377","20774","19525","18365","17288","16508","15457","14513","13782","13073","12410",
"전국","75~79세","5인이상","","14472","15360","16360","16988","19221","22937","26846","29451","30916","31179","31097","30080","28995","28134","27201","26043","24954","24268","23687","23217","23169","22543","22044","21875","21749","21717",
"전국","80~84세","계","","809748","802635","795496","744565","675883","635012","599600","554363","515402","476028","433840","391057","358167","327737","298926","276642","253389","231388","215511","200864","187115","172534","156499","141830","129174","117438",
"전국","80~84세","1인","","344213","343261","342298","327368","295548","274091","258415","240622","224926","209360","193628","176020","164333","153754","143956","137441","124581","112398","103205","94571","86300","78996","71039","63717","57293","51260",
"전국","80~84세","2인","","343382","336690","329753","301740","272010","253277","234607","213196","195051","177296","160072","143894","130966","118944","107505","98374","90397","82854","77500","72595","68028","62997","57428","52356","48025","44048",
"전국","80~84세","3인","","88367","87407","86448","79801","73357","70535","67624","62304","57767","52908","46475","41057","35854","30912","26109","21798","20129","18552","17463","16479","15575","14349","13003","11772","10707","9716",
"전국","80~84세","4인","","22822","23337","23918","22595","21538","22047","22393","21334","20393","19342","17557","15608","13844","12169","10557","9154","8583","8048","7722","7445","7210","6660","6054","5499","5026","4587",
"전국","80~84세","5인이상","","10964","11940","13079","13061","13430","15062","16561","16907","17265","17122","16108","14478","13170","11958","10799","9875","9699","9536","9621","9774","10002","9532","8975","8486","8123","7827",
"전국","85세이상","계","","603514","551369","499076","449211","399808","355869","319833","285724","259986","237737","216298","194270","171720","153244","137916","123938","112267","100626","88988","78899","69460","62862","57818","52939","47080","41717",
"전국","85세이상","1인","","315812","288004","260121","238446","209990","184136","164519","147413","134674","123743","112375","101159","90024","80936","73550","66928","59869","52848","45883","39679","33778","30569","28105","25730","22890","20289",
"전국","85세이상","2인","","208594","189629","170709","149463","133087","117902","103859","91276","81840","73850","67686","60915","54073","48574","44050","39968","36319","32653","28976","25821","22883","20794","19214","17680","15817","14117",
"전국","85세이상","3인","","55612","51114","46563","41244","37277","34294","31671","28373","25713","23425","20820","18424","15643","13262","11142","9086","8410","7737","7053","6498","6000","5341","4825","4322","3740","3195",
"전국","85세이상","4인","","16098","15216","14292","13046","12274","11912","11667","10738","10010","9217","8350","7429","6390","5503","4727","3986","3763","3542","3313","3141","3006","2689","2441","2202","1914","1652",
"전국","85세이상","5인이상","","7398","7406","7391","7012","7180","7625","8117","7924","7749","7502","7067","6343","5590","4969","4447","3970","3906","3846","3763","3760","3793","3469","3233","3005","2719","2464",
"전국","65세이상","계","","6187292","5867173","5546160","5225065","4920135","4640194","4383782","4179539","3998472","3817756","3664081","3491732","3331349","3169676","3022477","2922752","2816410","2715688","2590957","2463170","2350386","2220625","2094723","1971573","1849177","1733525",
"전국","65세이상","1인","","2335996","2196738","2057601","1923212","1769260","1617739","1503047","1419797","1345161","1270519","1208410","1152673","1106699","1060300","1018462","991135","941590","894423","843189","792020","745507","701275","659291","619334","580049","543787",
"전국","65세이상","2인","","2748272","2596503","2443914","2309268","2178743","2044583","1905790","1797308","1701373","1611768","1544619","1471682","1400999","1328562","1261911","1215288","1170722","1128104","1074797","1019892","970988","913331","857203","802003","747124","694936",
"전국","65세이상","3인","","817173","785986","754146","712096","687578","675807","656612","636068","616523","594197","567737","535014","498498","462721","429504","403697","391841","380639","364119","346783","331840","313902","295902","277708","259366","241450",
"전국","65세이상","4인","","211384","209087","206698","195786","193592","198539","201611","201166","201676","200847","198403","189285","180523","172144","164713","160189","157328","154787","150092","145056","141033","133873","126686","119425","112085","104919",
"전국","65세이상","5인이상","","74467","78859","83801","84703","90962","103526","116722","125200","133739","140425","144912","143078","144630","145949","147887","152443","154929","157735","158760","159419","161018","158244","155641","153103","150553","148433",
"서울특별시","합계","계","","4164385","4145714","4126973","4081291","4025040","3953419","3877308","3830833","3803634","3784632","3775195","3735081","3691709","3656490","3633539","3573370","3521545","3479118","3437616","3396083","3353183","3307286","3262476","3211919","3159543","3120733",
"서울특별시","합계","1인","","1673083","1641005","1606188","1539159","1456442","1360145","1276075","1212951","1166494","1131099","1101646","1018183","983558","951299","920414","881405","834678","796953","759713","722482","687124","670410","633317","592715","552135","508761",
"서울특별시","합계","2인","","1115175","1097680","1080111","1069621","1048734","1024209","995766","970561","948310","930990","921481","880572","857119","834146","813800","787589","761338","739210","716602","694196","673977","634550","609880","583305","557128","529620",
"서울특별시","합계","3인","","761371","767685","774501","777381","783719","795761","803749","809595","814748","817114","817268","846336","834664","824364","817509","801045","788211","777052","765500","753989","741143","718536","708530","697714","686697","678503",
"서울특별시","합계","4인","","496654","514483","533638","554366","583171","606564","621897","645991","670856","691667","711313","748864","766781","787815","812354","827032","856685","876303","896887","917100","933573","953426","963886","974370","983003","1001594",
"서울특별시","합계","5인이상","","118102","124861","132535","140764","152974","166740","179821","191735","203226","213762","223487","241126","249587","258866","269462","276299","280633","289600","298914","308316","317366","330364","346863","363815","380580","402255",
"서울특별시","24세이하","계","","146103","153221","160337","158860","156793","154638","146673","140962","136274","132760","127348","119189","117758","117600","118701","116011","109193","106241","107575","111930","117631","119517","118045","112985","106815","100358",
"서울특별시","24세이하","1인","","132904","138451","143792","140791","137737","135226","127478","121662","117091","112904","105608","94925","91845","89673","88416","84023","77114","73654","73209","74695","76980","77137","74577","69724","64217","58590",
"서울특별시","24세이하","2인","","10751","11912","13207","14224","14722","14819","14431","14375","14291","14650","15964","17623","19190","21038","23146","24774","25031","25366","26707","28859","31412","32706","33038","32384","31402","30305",
"서울특별시","24세이하","3인","","1715","1998","2331","2641","2956","3144","3243","3360","3423","3646","3975","4576","4691","4860","5071","5173","5156","5266","5575","6081","6675","7145","7677","7984","8189","8353",
"서울특별시","24세이하","4인","","606","711","828","987","1131","1199","1240","1278","1193","1264","1448","1619","1558","1512","1488","1433","1283","1323","1405","1541","1714","1741","1902","1999","2081","2152",
"서울특별시","24세이하","5인이상","","127","149","179","217","247","250","281","287","276","296","353","446","474","517","580","608","609","632","679","754","850","788","851","894","926","958",
"서울특별시","25~29세","계","","335353","341169","347004","341873","328629","305122","280324","257987","241397","233019","235196","245322","248909","257325","265078","272563","276594","275581","269349","261099","255314","254478","258105","263063","273077","275889",
"서울특별시","25~29세","1인","","276455","279122","281412","271460","254800","231186","209489","189982","176188","168150","165589","165413","163226","164121","164469","164509","160245","155677","148168","139677","132610","126583","122137","118092","115816","110246",
"서울특별시","25~29세","2인","","47024","48906","50982","53683","55133","54248","50915","48118","45534","44591","47635","55402","59297","64408","69448","74463","79881","81570","81726","81219","81434","79868","81492","83538","87192","88597",
"서울특별시","25~29세","3인","","8493","9384","10417","11790","13116","13800","13955","13959","13908","14313","15471","17816","19164","20907","22619","24384","27266","28576","29336","29818","30540","34454","38650","43185","48860","53368",
"서울특별시","25~29세","4인","","2874","3183","3531","4154","4655","4879","4875","4802","4682","4814","5197","5218","5626","6134","6630","7147","7128","7557","7829","8028","8283","10569","12317","14194","16488","18396",
"서울특별시","25~29세","5인이상","","507","574","662","786","925","1009","1090","1126","1085","1151","1304","1473","1596","1755","1912","2060","2074","2201","2290","2357","2447","3004","3509","4054","4721","5282",
"서울특별시","30~34세","계","","395647","384821","373969","358739","340510","322421","309624","309911","319331","334615","349569","368692","371193","367213","359588","350133","350195","357888","368819","379743","388316","402481","410211","409582","408439","402084",
"서울특별시","30~34세","1인","","259222","247646","235608","218028","197590","177783","162772","154752","152675","154197","155980","158319","153738","146449","137858","128850","120648","118162","116557","114742","112025","110281","104123","95693","87105","77635",
"서울특별시","30~34세","2인","","93372","91432","89543","88042","86925","84735","81659","81645","83306","87021","92574","99711","100798","100136","98395","96133","95308","95690","96898","98039","98522","94433","92325","88274","84089","78940",
"서울특별시","30~34세","3인","","31805","33409","35210","37309","39093","41243","44112","49019","54721","60458","64770","70568","73635","75400","76359","76784","80960","85054","89986","95010","99522","105066","110129","113002","115733","116913",
"서울특별시","30~34세","4인","","9553","10428","11443","12836","14002","15318","17054","19737","22961","26149","28628","31016","33427","35282","36769","37971","42909","47650","52958","58420","63649","75202","83756","90729","97629","103070",
"서울특별시","30~34세","5인이상","","1695","1906","2165","2524","2900","3342","4027","4758","5668","6790","7617","9078","9595","9946","10207","10395","10370","11332","12420","13532","14598","17499","19878","21884","23883","25526",
"서울특별시","35~39세","계","","339813","333275","326716","338406","351795","361600","368648","372255","368443","363974","367961","366938","374806","387372","404759","419075","430774","436119","431758","422388","409969","408597","406972","414063","419199","425312",
"서울특별시","35~39세","1인","","149291","143232","136913","133041","130100","124966","120723","116468","110959","106540","105327","99331","97748","97323","97889","97571","94960","91122","85189","78377","71219","69973","64824","60963","56703","52429",
"서울특별시","35~39세","2인","","76105","73780","71400","72780","74211","75435","75548","74893","72400","70344","70770","69064","68028","67737","68123","67841","65414","63220","59572","55313","50779","45936","43505","41981","40193","38433",
"서울특별시","35~39세","3인","","70543","69907","69274","74679","79931","84225","86817","88375","87926","86280","86363","88951","90889","93932","98081","101447","103563","103060","100237","96297","91762","86434","84065","83436","82350","81385",
"서울특별시","35~39세","4인","","36628","38501","40568","47413","54784","61663","67592","72394","75524","77648","80853","83587","90468","98664","108437","117678","131120","140773","147412","152152","155445","162849","168757","178389","187336","196912",
"서울특별시","35~39세","5인이상","","7246","7855","8561","10493","12769","15311","17968","20125","21634","23162","24648","26005","27673","29716","32229","34538","35717","37944","39348","40249","40764","43405","45821","49294","52617","56153",
"서울특별시","40~44세","계","","345120","354849","364603","361241","355367","347891","345818","357874","377004","398454","419245","430754","440803","440020","437458","429044","423396","415167","421518","425457","434117","449074","459486","461797","457078","455863",
"서울특별시","40~44세","1인","","106446","107420","108084","103074","96670","89570","85452","85802","88019","90913","93371","89087","86623","81924","76931","71034","67980","63252","60740","57764","55298","56357","54314","51148","47160","43487",
"서울특별시","40~44세","2인","","60248","61298","62263","60453","58342","56932","56075","57140","59567","62396","64544","62595","60892","57624","54161","50026","46723","44329","43482","42341","41624","41177","40841","39712","37954","36467",
"서울특별시","40~44세","3인","","82696","84221","85660","83901","81944","79984","78738","80662","84398","88487","92001","96978","97598","95791","93588","90199","85920","82037","81024","79470","78705","79591","81783","82564","82104","82258",
"서울특별시","40~44세","4인","","76759","81493","86563","89837","92598","94014","96202","102263","110051","118618","128135","137019","147754","155047","161657","165961","172030","174345","182800","190387","200289","211172","218344","221805","221942","223821",
"서울특별시","40~44세","5인이상","","18971","20417","22033","23976","25813","27391","29351","32007","34969","38040","41194","45075","47936","49634","51121","51824","50743","51204","53472","55495","58201","60777","64204","66568","67918","69830",
"서울특별시","45~49세","계","","362033","359310","356587","373604","392515","412358","425573","436315","442095","439699","437863","426971","414357","424466","431963","442477","450920","461206","462318","464004","455833","449129","432203","412031","395228","389639",
"서울특별시","45~49세","1인","","94262","91294","88181","89041","89823","90170","89709","88394","86241","83221","80842","72279","66848","65101","62774","60710","59397","58123","55573","53011","49307","46673","42433","37844","33529","30004",
"서울특별시","45~49세","2인","","63248","62208","61145","64460","67342","71099","73641","74028","73041","71271","69693","65703","61516","60687","59377","58341","58076","58501","57730","57024","55100","48940","45110","40901","36991","34027",
"서울특별시","45~49세","3인","","84814","84226","83667","87854","92411","98212","102524","105187","105907","104268","102714","101302","97717","99489","100585","102369","103454","105316","105075","104950","102582","99287","94220","88419","83305","80476",
"서울특별시","45~49세","4인","","94348","95803","97337","103922","111806","118683","123099","129878","136084","138607","141320","143781","144282","152714","160452","169648","177913","184909","188340","192063","191726","196051","191173","184933","180242","180734",
"서울특별시","45~49세","5인이상","","25361","25779","26257","28327","31133","34194","36600","38828","40822","42332","43294","43906","43994","46475","48775","51409","52080","54357","55600","56956","57118","58178","59267","59934","61161","64398",
"서울특별시","50~54세","계","","401738","414798","427891","430597","425641","418108","413196","409614","413864","426451","439321","449089","457029","454576","457031","444004","434639","418772","402525","390184","371174","343784","334411","332165","329142","333694",
"서울특별시","50~54세","1인","","99618","99919","99828","92342","87147","81346","77577","74953","74259","75684","76142","67523","66350","63550","61403","57170","53601","49329","44999","41007","36173","33127","30407","28317","26088","24315",
"서울특별시","50~54세","2인","","85134","86840","88430","89119","84982","82879","82769","80543","80103","81720","83772","81005","81004","79100","78066","74388","69381","65333","61224","57638","52926","45460","42335","40141","37779","36172",
"서울특별시","50~54세","3인","","103210","107245","111363","113956","112416","111983","112458","111444","112028","114809","118320","126042","128360","127777","128559","125061","121036","116184","111206","107296","101502","90582","85805","82806","79488","77816",
